,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
450,BMW X5,2,19000,0,1,1,13.38,2159.5,182.25,5,1485000
451,Honda City,10,55000,1,0,0,17.0,1497.0,118.0,5,360000
452,Ford Figo,4,53000,0,1,0,25.83,1498.0,99.0,5,400000
453,Hyundai Verna,7,89000,1,1,0,22.32,1582.0,126.32,5,470000
454,Maruti Alto,3,22000,0,0,0,24.7,796.0,47.3,5,304000
456,Honda City,7,69000,1,1,0,26.0,1498.0,98.6,5,490000
457,Mahindra Scorpio,5,130000,0,1,0,15.4,1997.0,120.0,7,864000
458,Mahindra XUV500,8,85000,1,1,0,16.0,2159.5,140.0,7,480000
460,Maruti Wagon R,2,3600,1,0,1,20.52,1197.0,81.8,5,575000
465,Toyota Innova,6,130000,1,1,0,12.99,2159.5,100.0,7,780000
466,Audi A6,3,24000,1,1,1,17.68,1968.0,174.33,5,1485000
468,MG Hector,2,28000,1,1,0,17.41,1956.0,167.68,5,1485000
470,Maruti Swift,2,44000,0,1,0,28.4,1248.0,74.0,5,800000
471,Maruti Baleno,3,10000,0,0,1,21.4,1197.0,83.1,5,680000
472,Toyota Fortuner,11,130000,0,1,0,11.5,2159.5,171.0,7,1200000
473,Toyota Innova,9,130000,1,1,0,12.99,2159.5,100.0,8,525000
474,Ford Ecosport,2,22346,1,0,0,17.0,1497.0,121.36,5,955000
475,Hyundai i20,9,120000,0,1,0,21.9,1396.0,90.0,5,350000
476,Maruti Vitara,1,1000,1,0,0,17.03,1462.0,103.26,5,800000
477,Maruti Alto,16,56700,0,0,0,19.7,796.0,46.3,5,75000
478,Mahindra XUV500,6,130000,0,1,0,16.0,2159.5,140.0,7,825000
479,Mahindra Marazzo,2,60000,0,1,0,17.3,1497.0,121.0,8,1476000
480,Honda Jazz,3,40000,1,0,1,18.2,1199.0,88.7,5,670000
481,Maruti Alto,9,28000,1,0,0,19.7,796.0,46.3,5,180000
483,Hyundai Grand,4,35000,0,0,0,18.9,1197.0,81.86,5,490000
484,Maruti Baleno,4,20000,0,0,0,21.4,1197.0,83.1,5,550000
485,Hyundai i10,7,40000,0,0,0,20.36,1197.0,78.9,5,350000
487,Toyota Innova,2,35000,0,1,0,13.68,2159.5,147.8,8,1485000
489,Ford Figo,9,74000,1,1,0,20.0,1399.0,68.05,5,190000
491,Renault Duster,7,46500,0,1,0,20.45,1461.0,83.8,5,460000
492,Maruti Swift,2,8000,1,0,1,21.21,1197.0,81.8,5,650000
493,Maruti Ciaz,5,120000,0,1,0,28.09,1248.0,88.5,5,700000
496,Maruti Swift,4,34000,0,0,0,20.4,1197.0,81.8,5,455000
498,Maruti Swift,7,54000,1,0,0,22.0,1197.0,81.8,5,365000
500,Maruti Swift Dzire,7,11275,1,0,0,19.1,1197.0,85.8,5,470000
502,Toyota Fortuner,3,35000,1,1,1,12.9,2159.5,174.5,7,1485000
504,Maruti Swift,9,48000,0,1,0,22.9,1248.0,74.0,5,400000
505,Renault Duster,6,68000,1,1,0,19.87,1461.0,83.8,5,550000
506,Honda Civic,2,23000,1,0,1,13.9,1799.0,130.2,5,1485000
507,Maruti Swift Dzire,3,31500,0,1,1,28.4,1248.0,74.02,5,740000
512,Honda Amaze,8,73000,1,1,0,25.8,1498.0,98.6,5,325000
513,Hyundai Grand,1,10000,0,0,1,20.7,1197.0,81.86,5,600000
514,Honda Amaze,8,130000,0,1,0,25.8,1498.0,98.6,5,300000
515,Hyundai i10,11,30000,0,0,0,20.36,1197.0,78.9,5,300000
516,Maruti Wagon R,5,83000,1,2,0,26.6,998.0,58.16,5,345000
517,Mahindra Scorpio,3,60000,0,1,0,15.4,2159.5,75.0,7,900000
518,Mahindra XUV500,5,83000,1,1,0,16.0,1997.0,140.0,7,1025000
519,Isuzu D-Max,4,58132,1,1,0,12.4,2159.5,134.0,5,1450000
520,Maruti Swift,6,34000,0,0,0,20.4,1197.0,81.8,5,400000
521,Honda Amaze,7,45120,1,1,0,25.8,1498.0,98.6,5,367000
522,Hyundai Grand,2,15000,0,0,1,18.9,1197.0,81.86,5,535000
523,Maruti Ertiga,2,15000,0,0,0,19.34,1462.0,103.0,7,805000
524,MG Hector,1,1000,1,0,0,15.81,1451.0,141.0,5,1485000
525,Hyundai i10,9,64000,0,0,0,20.36,1197.0,78.9,5,250000
526,Mercedes-Benz E-Class,10,98000,1,1,1,14.21,2143.0,182.25,5,700000
527,Maruti Vitara,5,65000,1,1,0,24.3,1248.0,88.5,5,675000
528,Maruti Swift,6,84000,1,1,0,28.4,1248.0,74.0,5,425000
529,Maruti Alto,6,33000,0,0,0,22.74,796.0,47.3,5,260000
531,Honda City,5,55670,1,0,0,17.8,1497.0,117.3,5,700000
532,Maruti Baleno,4,50000,0,1,0,27.39,1248.0,74.0,5,560000
533,Hyundai Verna,15,130000,0,1,0,16.8,1493.0,110.0,5,155000
534,Porsche Cayenne,5,47000,1,1,1,15.15,2159.5,182.25,5,1485000
535,Maruti Ertiga,2,18000,1,0,0,19.01,1462.0,103.26,7,800000
536,BMW 3,10,52420,1,1,1,22.69,1995.0,182.25,5,750000
537,Hyundai Grand,6,10000,0,0,0,18.9,1197.0,82.0,5,350000
538,Toyota Innova,5,40000,0,1,0,13.68,2159.5,147.8,8,1380000
540,Mahindra Scorpio,6,50000,0,1,0,15.4,2159.5,120.0,7,1000000
541,Maruti Ertiga,3,50000,0,0,0,17.5,1373.0,91.1,7,700000
542,Maruti Swift Dzire,12,76963,0,0,0,17.5,1298.0,85.8,5,230000
543,BMW 5,5,52890,1,1,1,18.12,1995.0,182.25,5,1485000
544,Maruti Alto,5,45000,1,2,0,30.46,796.0,47.3,5,350000
546,Maruti Baleno,3,25000,0,1,0,27.39,1248.0,74.0,5,825000
547,Renault KWID,3,10103,1,0,0,25.17,799.0,53.3,5,325000
549,BMW X1,7,24000,1,1,1,17.05,1995.0,182.25,5,1485000
550,Mahindra XUV500,7,47240,1,1,0,15.1,2159.5,140.0,7,800000
551,Maruti Celerio,2,30000,0,0,0,23.1,998.0,67.04,5,400000
552,Toyota Innova,3,58000,1,1,0,13.68,2159.5,147.51,7,1485000
554,Audi A4,8,65000,1,1,1,16.55,1968.0,147.51,5,1200000
555,Hyundai i20,6,35213,1,1,0,22.54,1396.0,88.73,5,535000
556,Hyundai Grand,6,35000,0,0,0,18.9,1197.0,82.0,5,356000
557,Mahindra XUV500,9,92000,1,1,0,16.0,2159.5,140.0,7,550000
558,Maruti Eeco,3,34500,1,2,0,21.94,1196.0,61.7,5,360000
559,Maruti Ertiga,4,50000,0,1,0,24.52,1248.0,88.5,7,700000
560,Hyundai Grand,5,30000,0,0,0,18.9,1197.0,82.0,5,390000
561,Toyota Fortuner,9,51000,1,1,1,12.55,2159.5,168.7,7,1245000
562,Mahindra XUV500,4,60000,0,1,1,16.0,2159.5,140.0,7,1150000
563,Maruti Wagon R,10,83000,1,0,0,18.9,998.0,67.1,5,180000
564,Skoda Rapid,7,70000,1,0,0,15.0,1598.0,103.52,5,425000
565,Ford Freestyle,2,50000,0,0,0,19.0,1194.0,94.68,5,650000
567,Maruti Swift,9,60000,0,1,0,22.9,1248.0,74.0,5,400000
568,Honda City,12,51000,1,0,0,17.0,1497.0,118.0,5,275000
570,Maruti Alto,10,40000,0,0,0,19.7,796.0,46.3,5,170000
571,Skoda Superb,11,100000,0,0,0,13.14,1798.0,157.8,5,235000
572,Mercedes-Benz C-Class,10,130000,0,1,1,14.84,2143.0,170.0,5,700000
573,Maruti Alto,7,70000,0,0,0,23.95,998.0,67.05,5,250000
574,Maruti Swift,8,70000,0,0,0,18.6,1197.0,85.8,5,350000
577,Hyundai i20,5,50000,0,0,0,18.6,1197.0,81.83,5,480000
578,Maruti Swift Dzire,4,30000,1,0,1,21.21,1197.0,81.8,5,690000
580,Maruti Ciaz,6,60000,0,1,0,26.21,1248.0,88.5,5,670000
581,Maruti Alto,10,50000,0,0,0,20.92,998.0,67.1,5,250000
582,Mahindra Scorpio,4,42000,1,1,0,15.4,2159.5,75.0,7,935000
583,Hyundai Verna,2,15000,0,0,0,17.0,1591.0,121.3,5,1030000
584,Maruti Wagon R,16,33650,0,0,0,18.9,998.0,67.1,5,110000
588,Hyundai i20,6,35000,0,0,0,18.6,1197.0,81.83,5,470000
589,Maruti Swift,6,30000,0,0,0,20.4,1197.0,81.8,5,370000
591,Maruti Celerio,3,100000,0,0,1,23.1,998.0,67.04,5,450000
592,Maruti Wagon R,5,58000,1,2,0,26.2,998.0,58.2,5,275000
594,Maruti Swift Dzire,2,4000,0,0,1,21.21,1197.0,81.8,5,731000
595,Maruti Wagon R,5,60000,0,0,0,20.51,998.0,67.04,5,380000
598,Tata Nexon,3,60000,0,1,0,21.5,1497.0,108.5,5,900000
599,Honda Amaze,5,34000,1,0,0,18.0,1198.0,86.7,5,500000
600,Datsun GO,4,42000,0,0,0,20.63,1198.0,67.06,5,330000
601,Tata Hexa,3,60000,0,1,0,17.6,2159.5,153.86,7,1400000
602,Hyundai Verna,8,80000,0,1,0,22.32,1582.0,126.3,5,540000
604,Mahindra Bolero,13,120000,0,1,0,13.6,2159.5,63.0,7,375000
605,Toyota Fortuner,5,50000,1,0,1,10.26,2159.5,163.7,7,1485000
606,Ford Ecosport,5,35200,1,0,1,14.7,1496.0,120.69,5,725000
607,Hyundai i20,1,3700,2,0,0,18.6,1197.0,81.86,5,765000
608,Maruti Wagon R,5,25000,0,0,0,20.51,998.0,67.04,5,380000
609,Toyota Fortuner,4,64000,1,1,1,12.9,2159.5,174.5,7,1485000
610,Mahindra XUV500,8,50000,1,1,0,15.1,2159.5,140.0,7,621000
611,Maruti Swift Dzire,2,15000,0,0,0,21.21,1197.0,81.8,5,600000
612,Mahindra XUV300,2,30000,0,0,0,17.0,1197.0,110.0,5,1130000
613,Maruti Swift Dzire,1,35000,0,0,0,21.21,1197.0,81.8,5,670000
614,Ford Endeavour,4,62876,1,1,1,10.91,2159.5,182.25,7,1485000
615,Honda Amaze,6,70000,0,1,0,25.8,1498.0,98.6,5,350000
616,Maruti Swift Dzire,6,84003,0,1,0,26.59,1248.0,74.0,5,530000
617,Mahindra Thar,4,55000,1,1,0,16.55,2159.5,105.0,6,850000
618,Maruti Alto,5,42000,1,2,0,31.25,796.0,40.3,4,260000
620,Maruti Alto,8,31000,1,0,0,20.92,998.0,67.1,5,230000
622,Ford Ecosport,8,80000,1,1,0,22.7,1498.0,89.84,5,475000
623,Tata Nexon,2,6000,0,0,0,17.0,1198.0,108.5,5,750000
625,Land Rover Rover,2,12000,1,1,1,12.63,2159.5,147.5,5,1485000
627,Skoda Superb,8,65000,1,1,0,17.2,1968.0,138.1,5,499000
628,Honda Jazz,4,30000,1,0,0,18.7,1199.0,88.7,5,525000
629,Hyundai i20,7,10000,0,0,0,18.6,1197.0,81.83,5,535000
630,Maruti Dzire VXI,5,62150,1,0,0,23.26,1197.0,88.5,5,485000
631,Mahindra XUV500,6,47300,1,1,0,15.1,2159.5,140.0,7,745000
632,Ford Aspire,6,63000,1,1,0,25.83,1498.0,99.0,5,475000
633,Hyundai Grand,7,80000,0,1,0,24.0,1120.0,70.0,5,300000
634,Volvo S90,5,20400,1,1,1,18.0,1969.0,182.25,5,1485000
638,Maruti Alto,5,71000,1,0,0,24.7,796.0,47.3,5,299000
639,Maruti Ertiga,4,52000,1,1,0,24.52,1248.0,88.5,7,695000
641,Hyundai i20,8,70000,0,0,0,18.5,1197.0,82.85,5,400000
642,Hyundai Grand,1,20000,0,0,0,20.7,1197.0,81.86,5,650000
643,Hyundai Grand,6,70000,0,1,0,24.0,1120.0,70.0,5,455000
645,Maruti Wagon R,13,100000,0,0,0,18.9,1061.0,67.0,5,150000
646,Honda Amaze,3,50000,0,0,0,17.8,1198.0,86.7,5,550000
647,Hyundai i20,6,67000,1,1,0,22.54,1396.0,88.73,5,500000
648,Hyundai Verna,8,70000,1,1,0,22.32,1582.0,126.3,5,365000
649,Honda Amaze,2,21100,1,0,1,18.1,1199.0,88.7,5,775000
650,Hyundai Grand,6,50000,0,0,0,18.9,1197.0,82.0,5,310000
651,Hyundai Venue,2,27594,2,0,0,18.27,998.0,118.35,5,995000
652,Hyundai i10,9,70000,0,0,0,19.81,1086.0,68.05,5,190000
653,Toyota Innova,5,37000,1,1,1,11.36,2159.5,171.5,7,1485000
654,Honda WR-V,2,25000,0,0,0,17.5,1199.0,88.7,5,906000
655,Ford Ecosport,4,35000,0,1,0,23.0,1498.0,98.96,5,785000
656,Maruti Alto,10,11266,1,0,0,20.92,998.0,67.1,5,235000
657,Maruti XL6,2,12005,1,0,1,17.99,1462.0,103.2,6,1200000
658,Mahindra Bolero,8,80000,0,1,0,15.96,2159.5,62.1,7,470000
659,Honda City,10,119000,0,0,0,17.0,1497.0,118.0,5,400000
660,Kia Seltos,1,3500,1,0,1,16.8,1497.0,113.4,5,1485000
661,Maruti Baleno,2,11000,1,0,0,21.4,1197.0,83.1,5,535000
662,Skoda Rapid,5,47612,1,1,0,21.13,1498.0,108.6,5,590000
663,Renault KWID,5,41000,0,0,0,25.17,799.0,53.3,5,235000
664,Hyundai Creta,2,21000,1,0,0,15.8,1591.0,121.3,5,1250000
665,Maruti Wagon R,6,120000,0,0,0,20.51,998.0,67.04,5,300000
667,BMW X1,2,22450,1,1,1,20.68,1995.0,182.25,5,1485000
668,Maruti Swift,1,10000,0,0,0,21.21,1197.0,81.8,5,615000
669,Renault KWID,5,50000,0,0,0,25.17,799.0,53.3,5,250000
670,Mahindra XUV500,6,42000,1,1,0,16.0,2159.5,140.0,7,925000
672,Maruti Swift Dzire,2,14000,1,1,0,19.3,1248.0,73.9,5,725000
673,Renault KWID,3,10000,0,0,0,23.01,999.0,67.0,5,350000
674,Maruti Wagon R,4,70000,0,0,0,20.51,998.0,67.04,5,360000
676,Honda City,6,70000,0,1,0,25.1,1498.0,98.6,5,700000
678,Mahindra XUV500,3,50000,0,1,1,15.1,2159.5,152.87,7,1300000
679,Volkswagen Polo,10,64471,1,0,0,15.26,1598.0,103.5,5,285000
680,Maruti Wagon R,17,50000,0,0,0,18.9,998.0,67.1,5,62000
681,Maruti Ignis,3,20000,0,0,1,20.89,1197.0,81.8,5,550000
683,Honda Amaze,4,33869,1,0,0,17.8,1198.0,86.7,5,527000
685,Mahindra Bolero,9,63497,0,1,0,15.96,2159.5,62.1,7,396000
686,Maruti Swift Dzire,7,70000,0,0,0,19.1,1197.0,85.8,5,384000
687,Hyundai i10,12,67000,0,0,0,20.36,1197.0,78.9,5,210000
689,Maruti Swift,6,50000,0,1,0,25.2,1248.0,74.0,5,500000
691,Datsun RediGO,3,20000,0,0,0,22.7,799.0,53.64,5,210000
692,Hyundai Verna,9,57000,1,0,0,17.01,1591.0,121.3,5,425000
693,Mahindra Bolero,10,30000,0,1,0,13.6,2159.5,63.0,7,425000
694,Maruti Swift Dzire,3,80000,0,1,1,28.4,1248.0,74.02,5,495000
695,Maruti Alto,5,50000,0,0,0,24.7,796.0,47.3,5,220000
696,Tata Safari,10,130000,0,1,0,11.57,2159.5,138.1,7,218000
697,Mahindra Bolero,3,60000,0,1,0,15.96,2159.5,62.1,7,750000
698,Maruti Ciaz,4,60000,1,0,1,19.12,1373.0,91.1,5,715000
699,Audi A6,7,21000,1,1,1,17.68,1968.0,174.33,5,1485000
702,Maruti Alto,1,5000,0,0,0,22.05,796.0,47.3,5,350000
703,Renault KWID,2,25000,0,0,0,25.17,799.0,53.3,5,300000
704,Maruti Alto,11,100000,0,0,0,20.92,998.0,67.1,5,168000
705,Land Rover Rover,9,130000,0,1,1,11.8,2159.5,182.25,7,1485000
706,Mercedes-Benz E-Class,9,86500,1,1,1,14.21,2143.0,182.25,5,1400000
708,Maruti Swift Dzire,9,120000,0,1,0,19.3,1248.0,73.9,5,350000
710,Hyundai Verna,8,76300,0,1,0,22.32,1582.0,126.32,5,480000
711,Renault KWID,2,10000,0,0,1,24.04,999.0,67.0,5,400000
712,Hyundai Grand,2,36000,1,0,0,18.9,1197.0,81.86,5,495000
713,Mahindra KUV,5,26000,0,0,0,18.15,1198.0,82.0,6,420000
714,Maruti Swift Dzire,3,100000,0,1,0,23.4,1248.0,74.0,5,531000
716,Ford Ecosport,2,4000,0,0,0,17.0,1497.0,121.36,5,800000
717,Maruti Swift Dzire,6,86000,0,1,0,26.59,1248.0,74.0,5,550000
718,Volkswagen Vento,9,81000,1,1,0,20.54,1598.0,103.6,5,465000
719,Maruti Alto,9,41321,1,0,0,19.7,796.0,46.3,5,185000
720,Mahindra Bolero,10,46000,0,1,0,13.6,2159.5,63.0,7,340000
722,Honda City,12,75000,1,0,0,16.9,1497.0,100.0,5,340000
723,Maruti Wagon R,12,113000,1,0,0,21.79,998.0,67.05,5,135000
724,Hyundai Verna,3,15000,1,1,1,19.08,1582.0,126.2,5,1225000
725,Honda Amaze,6,16942,1,0,0,18.0,1198.0,86.7,5,439000
726,Honda Jazz,5,29484,1,0,0,18.7,1199.0,88.7,5,465000
728,Maruti Swift Dzire,6,84405,0,1,0,26.59,1248.0,74.0,5,530000
729,Maruti Swift Dzire,4,30000,0,0,0,21.21,1197.0,81.8,5,650000
730,Maruti Swift,4,14838,0,0,0,22.0,1197.0,81.8,5,525000
731,Honda City,3,31318,2,0,0,17.8,1497.0,117.3,5,885000
732,Maruti Wagon R,14,63000,1,0,0,21.79,998.0,67.05,5,120000
733,Toyota Innova,9,120000,0,1,0,12.99,2159.5,100.0,7,860000
734,Maruti Vitara,5,50000,0,1,0,24.3,1248.0,88.5,5,810000
735,Maruti Swift Dzire,9,74600,0,1,0,19.3,1248.0,73.9,5,410000
736,Tata Safari,12,80000,0,1,0,13.93,2159.5,138.1,7,175000
737,Maruti Swift Dzire,6,66000,1,0,0,20.85,1197.0,83.14,5,400000
738,Honda City,3,31543,1,0,0,16.8,1497.0,116.3,5,875000
739,Toyota Innova,3,80000,0,1,0,13.68,2159.5,147.8,8,1350000
740,Maruti Swift,7,60000,0,1,0,25.2,1248.0,74.0,5,450000
742,Honda City,6,50000,0,1,0,25.1,1498.0,98.6,5,700000
743,Audi Q7,8,28000,1,1,1,12.07,2159.5,182.25,7,1485000
744,Maruti Swift Dzire,9,60000,0,0,0,17.5,1197.0,85.8,5,350000
746,Maruti Celerio,3,18000,0,0,0,21.63,998.0,67.0,5,460000
747,Maruti Alto,10,35000,0,0,0,20.92,998.0,67.1,5,220000
748,Hyundai Creta,4,48000,1,1,0,19.67,1582.0,126.2,5,990000
749,Mahindra Scorpio,5,50000,0,1,0,15.4,1997.0,120.0,7,950000
750,Mahindra Bolero,9,120000,0,1,0,15.96,2159.5,62.1,7,460000
751,Maruti Eeco,9,20000,0,2,0,15.1,1196.0,73.0,5,220000
752,Mahindra Thar,3,50000,0,1,0,16.55,2159.5,105.0,6,900000
753,Volkswagen Vento,6,53837,1,0,1,16.93,1197.0,103.2,5,575000
754,Toyota Fortuner,6,48000,1,1,1,12.55,2159.5,168.5,7,1485000
756,Maruti Swift,8,32000,0,0,0,18.6,1197.0,85.8,5,475000
757,Renault Triber,1,1784,1,0,0,20.0,999.0,71.0,7,660000
758,BMW 3,10,98955,1,1,1,13.2,1995.0,170.0,5,575000
759,Toyota Innova,8,52000,1,1,0,12.99,2159.5,100.0,7,625000
760,Hyundai Creta,3,39000,1,0,1,13.0,1591.0,121.3,5,1250000
762,Mahindra KUV,5,78000,1,1,0,25.32,1198.0,77.0,6,425000
763,Datsun GO,5,58000,0,0,0,19.44,1198.0,67.0,7,460000
764,Audi A4,3,34500,0,1,1,18.25,1968.0,182.25,5,1485000
765,Volkswagen Polo,11,60000,0,0,0,16.47,1198.0,73.9,5,200000
766,Maruti Alto,8,76000,1,0,0,20.92,998.0,67.1,5,211000
768,Maruti Ertiga,6,51000,0,1,0,20.77,1248.0,88.76,7,600000
769,BMW 3,7,23746,1,1,1,22.69,1995.0,182.25,5,1485000
770,Maruti Alto,10,55780,1,0,0,20.92,998.0,67.1,5,220000
771,Mahindra Scorpio,4,100000,0,1,0,15.4,1997.0,120.0,7,880000
772,Hyundai i10,9,73000,1,0,0,19.81,1086.0,68.05,5,240000
773,Mahindra Scorpio,4,20000,0,1,0,15.4,2159.5,75.0,7,800000
774,Tata Tiago,4,42000,1,1,0,27.28,1047.0,69.0,5,435000
775,Maruti Alto,14,52235,1,0,0,19.7,796.0,46.3,5,110000
776,Renault Duster,7,56000,1,1,0,20.45,1461.0,83.8,5,450000
777,Maruti Alto,9,37000,1,0,0,20.92,998.0,67.1,5,250000
778,Maruti Swift Dzire,8,70000,0,1,0,23.4,1248.0,74.0,5,385000
780,Maruti Swift Dzire,8,130000,0,1,0,23.4,1248.0,74.0,5,400000
781,Maruti Eeco,3,22000,0,2,0,21.94,1196.0,61.7,5,480000
782,Honda Amaze,6,41604,2,0,0,18.0,1198.0,86.7,5,400000
784,Maruti Ciaz,4,70000,1,1,0,26.32,1498.0,93.87,5,650000
785,Jaguar XF,8,30150,1,1,1,16.36,2159.5,182.25,5,1485000
786,Ford Ecosport,4,39884,1,1,0,23.0,1498.0,98.96,5,880000
787,Datsun RediGO,4,40000,1,0,0,22.5,999.0,67.0,5,295000
788,Mahindra Thar,6,27000,0,1,0,16.55,2159.5,105.0,6,800000
789,Hyundai i10,12,67000,1,0,0,19.81,1086.0,68.05,5,150000
791,Honda Amaze,3,25000,0,0,1,18.1,1199.0,88.7,5,550000
792,Toyota Fortuner,7,50000,0,1,0,13.0,2159.5,168.5,7,1485000
793,Honda Amaze,8,75000,1,1,0,25.8,1498.0,98.6,5,325000
794,Mahindra Scorpio,7,80000,0,1,0,12.05,2159.5,120.0,8,555000
795,Ford Ecosport,6,58000,1,1,0,23.0,1498.0,98.96,5,570000
796,Renault KWID,3,22000,0,0,0,23.01,999.0,67.0,5,306000
797,Maruti Celerio,5,62000,1,0,1,23.1,998.0,67.04,5,415000
798,Toyota Fortuner,3,28000,1,1,1,12.9,2159.5,174.5,7,1485000
799,Maruti Swift,9,41000,1,0,0,18.6,1197.0,85.8,5,300000
801,Maruti Ertiga,9,65000,1,1,0,20.77,1248.0,88.76,7,430000
802,Maruti Alto,5,10000,0,0,0,23.95,998.0,67.05,5,315000
803,Honda City,7,55000,1,1,0,26.0,1498.0,98.6,5,549000
804,Maruti Swift Dzire,5,47000,1,0,0,22.0,1197.0,81.8,5,475000
807,Honda City,7,130000,0,1,0,26.0,1498.0,98.6,5,410000
808,Maruti Ciaz,5,20500,1,0,1,19.12,1373.0,91.1,5,795000
809,Hyundai i20,5,30000,0,1,0,22.54,1396.0,88.73,5,820000
810,Mahindra Scorpio,9,32208,1,1,0,14.0,2159.5,75.0,8,625000
811,Datsun GO,3,68000,0,0,0,19.83,1198.0,67.0,5,370000
812,Maruti Swift,7,90000,0,1,0,25.2,1248.0,74.0,5,350000
814,Lexus ES,4,34000,1,0,1,22.37,2159.5,182.25,5,1485000
815,Maruti Swift,2,14499,2,0,0,22.0,1197.0,81.8,5,535000
816,Hyundai Venue,2,34000,1,0,1,18.15,998.0,118.35,5,1050000
817,Tata Tiago,5,17500,0,1,0,27.28,1047.0,69.0,5,400000
818,Maruti Eeco,6,39900,1,2,0,15.1,1196.0,73.0,5,275000
819,Maruti Alto,16,120000,0,0,0,19.7,796.0,46.3,5,95000
820,Jeep Wrangler,4,40000,1,0,1,9.5,2159.5,182.25,5,1485000
821,Maruti Swift Dzire,8,90000,0,1,0,23.4,1248.0,74.0,5,400000
823,Maruti Alto,16,40000,0,0,0,19.7,796.0,46.3,5,121000
824,Maruti Swift Dzire,7,40000,0,0,0,19.1,1197.0,85.8,5,550000
825,Hyundai Grand,3,10000,0,0,0,18.9,1197.0,81.86,5,510000
826,Maruti Baleno,3,10000,0,0,1,21.4,1197.0,83.1,5,800000
827,Maruti Swift,2,30000,0,0,0,21.21,1197.0,81.8,5,592000
828,Honda Amaze,2,4717,1,0,1,19.0,1199.0,88.76,5,785000
830,Maruti Ciaz,5,30000,0,0,0,20.73,1373.0,91.1,5,625000
832,Ford Ecosport,7,130000,0,1,0,22.7,1498.0,89.84,5,470000
834,Maruti Swift,4,90000,0,1,0,28.4,1248.0,74.0,5,620000
835,Honda City,7,100000,0,1,0,26.0,1498.0,98.6,5,570000
836,Toyota Innova,2,46000,1,1,1,11.36,2159.5,171.5,7,1485000
838,Toyota Camry,5,32000,0,0,1,19.16,2159.5,182.25,5,1485000
839,Hyundai Creta,3,71000,0,1,0,19.67,1582.0,126.2,5,1100000
841,Ford Ecosport,6,61000,1,0,0,15.8,1499.0,110.0,5,525000
842,Honda Jazz,9,58000,1,0,0,16.7,1198.0,88.8,5,320000
844,Honda Jazz,5,23000,1,1,0,27.3,1498.0,98.6,5,525000
846,Maruti Alto,6,20000,0,0,0,23.95,998.0,67.05,5,275000
847,Hyundai Elantra,8,56000,1,1,1,19.5,1582.0,126.24,5,590000
848,Maruti Baleno,5,33000,1,1,0,27.39,1248.0,74.0,5,510000
849,Mahindra XUV500,9,100000,1,1,0,15.1,2159.5,140.0,7,585000
851,Hyundai Santro,10,130000,0,0,0,17.92,1086.0,62.1,5,150000
853,Maruti Swift Dzire,7,60000,0,1,0,23.4,1248.0,74.0,5,400000
855,Honda City,5,70333,1,0,0,17.8,1497.0,117.3,5,700000
856,Hyundai i20,4,90000,0,0,0,18.6,1197.0,81.83,5,500000
857,Toyota Innova,9,25000,0,1,0,12.99,2159.5,100.0,8,1050000
860,Maruti Swift Dzire,5,120000,0,1,0,26.59,1248.0,74.0,5,568000
861,Toyota Yaris,2,5000,0,0,1,17.8,1496.0,105.5,5,1000000
862,Mahindra Scorpio,3,39000,1,1,0,16.36,2159.5,140.0,7,1275000
863,Hyundai i20,6,25000,0,0,0,18.6,1197.0,81.83,5,475000
864,Skoda Superb,10,92000,0,0,0,13.14,1798.0,157.8,5,350000
865,Volkswagen Polo,7,51000,1,1,0,20.14,1498.0,88.8,5,395000
866,BMW 3,9,54000,1,1,1,19.62,1995.0,182.25,5,825000
867,Tata Tiago,4,35000,0,1,0,27.28,1047.0,69.0,5,450000
868,Maruti Celerio,3,24000,1,0,0,21.63,998.0,67.04,5,495000
869,Renault Duster,8,70000,0,1,0,19.01,1461.0,108.45,5,500000
870,Mahindra Scorpio,6,130000,0,1,0,15.4,2159.5,120.0,7,900000
871,Toyota Innova,8,130000,0,1,0,12.99,2159.5,100.6,8,700000
874,Maruti Vitara,4,36000,1,1,0,24.3,1248.0,88.5,5,710000
875,Tata Tiago,3,110000,0,0,0,23.84,1199.0,84.0,5,400000
876,Tata Tiago,4,1000,0,0,0,23.84,1199.0,84.0,5,470000
877,Maruti Vitara,3,24525,1,1,0,24.3,1248.0,88.5,5,795000
878,Honda City,4,32440,0,0,0,17.4,1497.0,117.6,5,785000
881,Hyundai i10,10,70000,0,0,0,19.81,1086.0,68.05,5,250000
882,Datsun RediGO,3,30000,0,0,0,22.5,999.0,67.0,5,270000
884,Volkswagen Vento,3,23268,0,1,0,22.27,1498.0,108.6,5,914000
887,Maruti Wagon R,8,67000,1,2,0,31.25,998.0,58.33,5,260000
888,Renault Duster,6,130000,0,1,0,20.45,1461.0,83.8,5,550000
889,Toyota Innova,2,25000,1,1,1,11.36,2159.5,171.5,7,1485000
893,Maruti Swift,3,50000,0,0,0,21.21,1197.0,81.8,5,540000
895,Mahindra Thar,5,40000,0,1,0,16.55,2159.5,105.0,6,620000
896,Audi A4,7,56000,1,1,1,16.55,1968.0,147.51,5,1485000
897,Honda City,10,60000,1,0,0,17.0,1497.0,118.0,5,350000
898,Maruti Alto,5,10000,0,0,0,23.95,998.0,67.05,5,300000
899,Honda City,7,110000,0,1,0,25.1,1498.0,98.6,5,550000
